,Unnamed: 0,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,Year,Month,Date,Day_of_Week,Part_of_Day
9636,9636,02ba5af1-784a-44cc-ae3a-14833c4a2237,adore,2020-10-26 03:01:00,video,healthy eating,positive,72,2020,October,26,Monday,Night
9637,9637,02ba5af1-784a-44cc-ae3a-14833c4a2237,love,2021-01-01 12:13:00,video,healthy eating,positive,65,2021,January,1,Friday,Afternoon
9638,9638,02ba5af1-784a-44cc-ae3a-14833c4a2237,heart,2021-03-29 11:27:00,video,healthy eating,positive,60,2021,March,29,Monday,Morning
9639,9639,02ba5af1-784a-44cc-ae3a-14833c4a2237,scared,2021-01-13 18:00:00,video,healthy eating,negative,15,2021,January,13,Wednesday,Evening
9640,9640,02ba5af1-784a-44cc-ae3a-14833c4a2237,indifferent,2020-09-04 22:16:00,video,healthy eating,neutral,20,2020,September,4,Friday,Night
9641,9641,02ba5af1-784a-44cc-ae3a-14833c4a2237,hate,2020-12-19 23:12:00,video,healthy eating,negative,5,2020,December,19,Saturday,Night
9642,9642,02ba5af1-784a-44cc-ae3a-14833c4a2237,peeking,2021-05-04 01:38:00,video,healthy eating,neutral,35,2021,May,4,Tuesday,Night
9643,9643,02ba5af1-784a-44cc-ae3a-14833c4a2237,super love,2020-07-04 22:42:00,video,healthy eating,positive,75,2020,July,4,Saturday,Night
9644,9644,02ba5af1-784a-44cc-ae3a-14833c4a2237,dislike,2021-03-15 16:38:00,video,healthy eating,negative,10,2021,March,15,Monday,Afternoon
9645,9645,02ba5af1-784a-44cc-ae3a-14833c4a2237,interested,2020-08-26 03:53:00,video,healthy eating,positive,30,2020,August,26,Wednesday,Night
9646,9646,02ba5af1-784a-44cc-ae3a-14833c4a2237,disgust,2020-08-01 21:52:00,video,healthy eating,negative,0,2020,August,1,Saturday,Night
9647,9647,c84f903e-32ae-4ce1-b66b-d876439fccf5,like,2021-02-14 20:25:00,audio,healthy eating,positive,50,2021,February,14,Sunday,Evening
9648,9648,c84f903e-32ae-4ce1-b66b-d876439fccf5,disgust,2021-02-06 06:02:00,audio,healthy eating,negative,0,2021,February,6,Saturday,Morning
9649,9649,c84f903e-32ae-4ce1-b66b-d876439fccf5,cherish,2021-04-28 02:18:00,audio,healthy eating,positive,70,2021,April,28,Wednesday,Night
9650,9650,c84f903e-32ae-4ce1-b66b-d876439fccf5,like,2020-06-30 07:23:00,audio,healthy eating,positive,50,2020,June,30,Tuesday,Morning
9651,9651,c84f903e-32ae-4ce1-b66b-d876439fccf5,dislike,2020-10-06 02:33:00,audio,healthy eating,negative,10,2020,October,6,Tuesday,Night
9652,9652,c84f903e-32ae-4ce1-b66b-d876439fccf5,indifferent,2021-03-14 23:55:00,audio,healthy eating,neutral,20,2021,March,14,Sunday,Night
9653,9653,c84f903e-32ae-4ce1-b66b-d876439fccf5,adore,2021-04-11 01:36:00,audio,healthy eating,positive,72,2021,April,11,Sunday,Night
9654,9654,c84f903e-32ae-4ce1-b66b-d876439fccf5,dislike,2020-10-26 18:46:00,audio,healthy eating,negative,10,2020,October,26,Monday,Evening
9655,9655,c84f903e-32ae-4ce1-b66b-d876439fccf5,intrigued,2020-08-28 08:27:00,audio,healthy eating,positive,45,2020,August,28,Friday,Morning
9656,9656,c84f903e-32ae-4ce1-b66b-d876439fccf5,super love,2021-04-17 02:12:00,audio,healthy eating,positive,75,2021,April,17,Saturday,Night
9657,9657,c84f903e-32ae-4ce1-b66b-d876439fccf5,super love,2020-07-19 01:58:00,audio,healthy eating,positive,75,2020,July,19,Sunday,Night
9658,9658,c84f903e-32ae-4ce1-b66b-d876439fccf5,intrigued,2020-08-05 18:47:00,audio,healthy eating,positive,45,2020,August,5,Wednesday,Evening
9659,9659,c84f903e-32ae-4ce1-b66b-d876439fccf5,scared,2021-03-17 19:34:00,audio,healthy eating,negative,15,2021,March,17,Wednesday,Evening
9660,9660,c84f903e-32ae-4ce1-b66b-d876439fccf5,cherish,2020-07-01 09:20:00,audio,healthy eating,positive,70,2020,July,1,Wednesday,Morning
9661,9661,c84f903e-32ae-4ce1-b66b-d876439fccf5,worried,2021-04-01 07:19:00,audio,healthy eating,negative,12,2021,April,1,Thursday,Morning
9662,9662,c84f903e-32ae-4ce1-b66b-d876439fccf5,like,2020-10-23 17:36:00,audio,healthy eating,positive,50,2020,October,23,Friday,Evening
9663,9663,c84f903e-32ae-4ce1-b66b-d876439fccf5,heart,2021-03-15 14:57:00,audio,healthy eating,positive,60,2021,March,15,Monday,Afternoon
9664,9664,c84f903e-32ae-4ce1-b66b-d876439fccf5,hate,2021-05-09 13:28:00,audio,healthy eating,negative,5,2021,May,9,Sunday,Afternoon
9665,9665,c84f903e-32ae-4ce1-b66b-d876439fccf5,indifferent,2020-11-09 23:45:00,audio,healthy eating,neutral,20,2020,November,9,Monday,Night
9666,9666,c84f903e-32ae-4ce1-b66b-d876439fccf5,cherish,2021-06-08 08:02:00,audio,healthy eating,positive,70,2021,June,8,Tuesday,Morning
9667,9667,c84f903e-32ae-4ce1-b66b-d876439fccf5,hate,2020-06-23 06:39:00,audio,healthy eating,negative,5,2020,June,23,Tuesday,Morning
9668,9668,c84f903e-32ae-4ce1-b66b-d876439fccf5,intrigued,2020-08-31 22:52:00,audio,healthy eating,positive,45,2020,August,31,Monday,Night
9669,9669,c84f903e-32ae-4ce1-b66b-d876439fccf5,disgust,2021-01-15 12:36:00,audio,healthy eating,negative,0,2021,January,15,Friday,Afternoon
9670,9670,c84f903e-32ae-4ce1-b66b-d876439fccf5,adore,2021-03-12 20:24:00,audio,healthy eating,positive,72,2021,March,12,Friday,Evening
9671,9671,c84f903e-32ae-4ce1-b66b-d876439fccf5,heart,2020-10-23 00:23:00,audio,healthy eating,positive,60,2020,October,23,Friday,Night
9672,9672,c84f903e-32ae-4ce1-b66b-d876439fccf5,heart,2020-09-08 10:05:00,audio,healthy eating,positive,60,2020,September,8,Tuesday,Morning
9673,9673,c84f903e-32ae-4ce1-b66b-d876439fccf5,interested,2020-11-28 17:51:00,audio,healthy eating,positive,30,2020,November,28,Saturday,Evening
9674,9674,c84f903e-32ae-4ce1-b66b-d876439fccf5,worried,2020-09-09 11:27:00,audio,healthy eating,negative,12,2020,September,9,Wednesday,Morning
9675,9675,c84f903e-32ae-4ce1-b66b-d876439fccf5,love,2021-02-22 01:06:00,audio,healthy eating,positive,65,2021,February,22,Monday,Night
9676,9676,c84f903e-32ae-4ce1-b66b-d876439fccf5,like,2021-02-12 01:55:00,audio,healthy eating,positive,50,2021,February,12,Friday,Night
9677,9677,c84f903e-32ae-4ce1-b66b-d876439fccf5,heart,2020-07-10 11:53:00,audio,healthy eating,positive,60,2020,July,10,Friday,Morning
9678,9678,c84f903e-32ae-4ce1-b66b-d876439fccf5,disgust,2020-07-27 07:17:00,audio,healthy eating,negative,0,2020,July,27,Monday,Morning
9679,9679,c84f903e-32ae-4ce1-b66b-d876439fccf5,love,2020-11-30 22:16:00,audio,healthy eating,positive,65,2020,November,30,Monday,Night
9680,9680,c84f903e-32ae-4ce1-b66b-d876439fccf5,disgust,2020-11-30 16:38:00,audio,healthy eating,negative,0,2020,November,30,Monday,Afternoon
9681,9681,c84f903e-32ae-4ce1-b66b-d876439fccf5,dislike,2021-03-16 23:46:00,audio,healthy eating,negative,10,2021,March,16,Tuesday,Night
9682,9682,86f4e4df-636a-48f5-bb66-03ea4fd00214,intrigued,2021-01-08 05:33:00,photo,veganism,positive,45,2021,January,8,Friday,Morning
9683,9683,86f4e4df-636a-48f5-bb66-03ea4fd00214,worried,2021-02-18 19:18:00,photo,veganism,negative,12,2021,February,18,Thursday,Evening
9684,9684,86f4e4df-636a-48f5-bb66-03ea4fd00214,peeking,2020-11-25 09:11:00,photo,veganism,neutral,35,2020,November,25,Wednesday,Morning
9685,9685,86f4e4df-636a-48f5-bb66-03ea4fd00214,heart,2020-08-23 06:42:00,photo,veganism,positive,60,2020,August,23,Sunday,Morning
9686,9686,86f4e4df-636a-48f5-bb66-03ea4fd00214,worried,2020-09-26 07:58:00,photo,veganism,negative,12,2020,September,26,Saturday,Morning
9687,9687,86f4e4df-636a-48f5-bb66-03ea4fd00214,interested,2020-09-07 01:03:00,photo,veganism,positive,30,2020,September,7,Monday,Night
9688,9688,86f4e4df-636a-48f5-bb66-03ea4fd00214,disgust,2021-01-09 07:36:00,photo,veganism,negative,0,2021,January,9,Saturday,Morning
9689,9689,86f4e4df-636a-48f5-bb66-03ea4fd00214,peeking,2021-01-16 18:09:00,photo,veganism,neutral,35,2021,January,16,Saturday,Evening
9690,9690,86f4e4df-636a-48f5-bb66-03ea4fd00214,dislike,2020-11-01 01:09:00,photo,veganism,negative,10,2020,November,1,Sunday,Night
9691,9691,86f4e4df-636a-48f5-bb66-03ea4fd00214,heart,2021-03-19 05:44:00,photo,veganism,positive,60,2021,March,19,Friday,Morning
9692,9692,86f4e4df-636a-48f5-bb66-03ea4fd00214,scared,2020-10-12 01:31:00,photo,veganism,negative,15,2020,October,12,Monday,Night
9693,9693,86f4e4df-636a-48f5-bb66-03ea4fd00214,scared,2021-01-31 11:20:00,photo,veganism,negative,15,2021,January,31,Sunday,Morning
9694,9694,86f4e4df-636a-48f5-bb66-03ea4fd00214,indifferent,2020-09-10 06:47:00,photo,veganism,neutral,20,2020,September,10,Thursday,Morning
9695,9695,86f4e4df-636a-48f5-bb66-03ea4fd00214,dislike,2021-02-18 06:46:00,photo,veganism,negative,10,2021,February,18,Thursday,Morning
9696,9696,86f4e4df-636a-48f5-bb66-03ea4fd00214,cherish,2021-05-14 12:54:00,photo,veganism,positive,70,2021,May,14,Friday,Afternoon
9697,9697,86f4e4df-636a-48f5-bb66-03ea4fd00214,like,2021-05-12 03:07:00,photo,veganism,positive,50,2021,May,12,Wednesday,Night
9698,9698,86f4e4df-636a-48f5-bb66-03ea4fd00214,worried,2020-07-29 04:53:00,photo,veganism,negative,12,2020,July,29,Wednesday,Night
9699,9699,86f4e4df-636a-48f5-bb66-03ea4fd00214,interested,2020-06-26 17:44:00,photo,veganism,positive,30,2020,June,26,Friday,Evening
9700,9700,86f4e4df-636a-48f5-bb66-03ea4fd00214,peeking,2020-09-02 14:24:00,photo,veganism,neutral,35,2020,September,2,Wednesday,Afternoon
9701,9701,86f4e4df-636a-48f5-bb66-03ea4fd00214,hate,2020-07-06 04:29:00,photo,veganism,negative,5,2020,July,6,Monday,Night
9702,9702,86f4e4df-636a-48f5-bb66-03ea4fd00214,hate,2021-02-01 23:58:00,photo,veganism,negative,5,2021,February,1,Monday,Night
9703,9703,86f4e4df-636a-48f5-bb66-03ea4fd00214,dislike,2021-05-07 20:19:00,photo,veganism,negative,10,2021,May,7,Friday,Evening
9704,9704,86f4e4df-636a-48f5-bb66-03ea4fd00214,interested,2020-07-12 05:48:00,photo,veganism,positive,30,2020,July,12,Sunday,Morning
9705,9705,86f4e4df-636a-48f5-bb66-03ea4fd00214,love,2020-11-20 03:58:00,photo,veganism,positive,65,2020,November,20,Friday,Night
9706,9706,86f4e4df-636a-48f5-bb66-03ea4fd00214,disgust,2020-11-26 15:38:00,photo,veganism,negative,0,2020,November,26,Thursday,Afternoon
9707,9707,86f4e4df-636a-48f5-bb66-03ea4fd00214,adore,2020-08-14 04:54:00,photo,veganism,positive,72,2020,August,14,Friday,Night
9708,9708,86f4e4df-636a-48f5-bb66-03ea4fd00214,scared,2021-03-24 15:17:00,photo,veganism,negative,15,2021,March,24,Wednesday,Afternoon
9709,9709,86f4e4df-636a-48f5-bb66-03ea4fd00214,hate,2020-06-27 10:49:00,photo,veganism,negative,5,2020,June,27,Saturday,Morning
9710,9710,86f4e4df-636a-48f5-bb66-03ea4fd00214,intrigued,2021-03-15 09:39:00,photo,veganism,positive,45,2021,March,15,Monday,Morning
9711,9711,86f4e4df-636a-48f5-bb66-03ea4fd00214,like,2021-01-29 10:48:00,photo,veganism,positive,50,2021,January,29,Friday,Morning
9712,9712,86f4e4df-636a-48f5-bb66-03ea4fd00214,worried,2020-12-05 03:33:00,photo,veganism,negative,12,2020,December,5,Saturday,Night
9713,9713,86f4e4df-636a-48f5-bb66-03ea4fd00214,love,2021-05-27 05:46:00,photo,veganism,positive,65,2021,May,27,Thursday,Morning
9714,9714,86f4e4df-636a-48f5-bb66-03ea4fd00214,indifferent,2020-12-30 13:40:00,photo,veganism,neutral,20,2020,December,30,Wednesday,Afternoon
9715,9715,86f4e4df-636a-48f5-bb66-03ea4fd00214,disgust,2021-02-11 08:06:00,photo,veganism,negative,0,2021,February,11,Thursday,Morning
9716,9716,86f4e4df-636a-48f5-bb66-03ea4fd00214,heart,2020-06-24 10:32:00,photo,veganism,positive,60,2020,June,24,Wednesday,Morning
9717,9717,86f4e4df-636a-48f5-bb66-03ea4fd00214,adore,2020-09-12 11:17:00,photo,veganism,positive,72,2020,September,12,Saturday,Morning
9718,9718,86f4e4df-636a-48f5-bb66-03ea4fd00214,worried,2021-02-14 16:13:00,photo,veganism,negative,12,2021,February,14,Sunday,Afternoon
9719,9719,86f4e4df-636a-48f5-bb66-03ea4fd00214,like,2021-03-20 01:46:00,photo,veganism,positive,50,2021,March,20,Saturday,Night
9720,9720,86f4e4df-636a-48f5-bb66-03ea4fd00214,want,2020-09-17 01:06:00,photo,veganism,positive,70,2020,September,17,Thursday,Night
9721,9721,86f4e4df-636a-48f5-bb66-03ea4fd00214,peeking,2021-06-16 01:41:00,photo,veganism,neutral,35,2021,June,16,Wednesday,Night
9722,9722,86f4e4df-636a-48f5-bb66-03ea4fd00214,worried,2020-09-20 18:42:00,photo,veganism,negative,12,2020,September,20,Sunday,Evening
9723,9723,86f4e4df-636a-48f5-bb66-03ea4fd00214,adore,2020-12-21 10:58:00,photo,veganism,positive,72,2020,December,21,Monday,Morning
9724,9724,86f4e4df-636a-48f5-bb66-03ea4fd00214,like,2021-01-01 05:44:00,photo,veganism,positive,50,2021,January,1,Friday,Morning
9725,9725,86f4e4df-636a-48f5-bb66-03ea4fd00214,dislike,2020-08-13 05:53:00,photo,veganism,negative,10,2020,August,13,Thursday,Morning
9726,9726,86f4e4df-636a-48f5-bb66-03ea4fd00214,peeking,2021-06-13 05:15:00,photo,veganism,neutral,35,2021,June,13,Sunday,Morning
9727,9727,b27bfcfe-64df-499e-b60f-f93d2200c589,heart,2020-06-25 18:01:00,video,soccer,positive,60,2020,June,25,Thursday,Evening
9728,9728,b27bfcfe-64df-499e-b60f-f93d2200c589,worried,2020-09-17 21:23:00,video,soccer,negative,12,2020,September,17,Thursday,Night
9729,9729,b27bfcfe-64df-499e-b60f-f93d2200c589,want,2021-05-29 00:58:00,video,soccer,positive,70,2021,May,29,Saturday,Night
9730,9730,b27bfcfe-64df-499e-b60f-f93d2200c589,scared,2020-10-21 16:19:00,video,soccer,negative,15,2020,October,21,Wednesday,Afternoon
9731,9731,b27bfcfe-64df-499e-b60f-f93d2200c589,hate,2021-01-29 19:27:00,video,soccer,negative,5,2021,January,29,Friday,Evening
9732,9732,b27bfcfe-64df-499e-b60f-f93d2200c589,want,2020-07-27 15:53:00,video,soccer,positive,70,2020,July,27,Monday,Afternoon
9733,9733,b27bfcfe-64df-499e-b60f-f93d2200c589,intrigued,2020-11-02 02:32:00,video,soccer,positive,45,2020,November,2,Monday,Night
9734,9734,b27bfcfe-64df-499e-b60f-f93d2200c589,scared,2020-10-27 18:21:00,video,soccer,negative,15,2020,October,27,Tuesday,Evening
9735,9735,b27bfcfe-64df-499e-b60f-f93d2200c589,super love,2021-05-20 13:16:00,video,soccer,positive,75,2021,May,20,Thursday,Afternoon
9736,9736,b27bfcfe-64df-499e-b60f-f93d2200c589,indifferent,2021-02-16 16:37:00,video,soccer,neutral,20,2021,February,16,Tuesday,Afternoon
9737,9737,b27bfcfe-64df-499e-b60f-f93d2200c589,super love,2021-06-01 06:06:00,video,soccer,positive,75,2021,June,1,Tuesday,Morning
9738,9738,b27bfcfe-64df-499e-b60f-f93d2200c589,super love,2020-07-27 04:42:00,video,soccer,positive,75,2020,July,27,Monday,Night
9739,9739,b27bfcfe-64df-499e-b60f-f93d2200c589,scared,2020-11-27 02:14:00,video,soccer,negative,15,2020,November,27,Friday,Night
9740,9740,b27bfcfe-64df-499e-b60f-f93d2200c589,scared,2021-04-10 01:14:00,video,soccer,negative,15,2021,April,10,Saturday,Night
9741,9741,b27bfcfe-64df-499e-b60f-f93d2200c589,intrigued,2021-05-16 12:25:00,video,soccer,positive,45,2021,May,16,Sunday,Afternoon
9742,9742,b27bfcfe-64df-499e-b60f-f93d2200c589,super love,2020-09-05 07:55:00,video,soccer,positive,75,2020,September,5,Saturday,Morning
9743,9743,b27bfcfe-64df-499e-b60f-f93d2200c589,like,2020-09-14 13:00:00,video,soccer,positive,50,2020,September,14,Monday,Afternoon
9744,9744,b27bfcfe-64df-499e-b60f-f93d2200c589,dislike,2020-12-20 12:45:00,video,soccer,negative,10,2020,December,20,Sunday,Afternoon
9745,9745,b27bfcfe-64df-499e-b60f-f93d2200c589,intrigued,2021-03-25 23:37:00,video,soccer,positive,45,2021,March,25,Thursday,Night
9746,9746,b27bfcfe-64df-499e-b60f-f93d2200c589,dislike,2021-01-15 08:04:00,video,soccer,negative,10,2021,January,15,Friday,Morning
9747,9747,b27bfcfe-64df-499e-b60f-f93d2200c589,love,2021-03-03 21:49:00,video,soccer,positive,65,2021,March,3,Wednesday,Night
9748,9748,b27bfcfe-64df-499e-b60f-f93d2200c589,dislike,2020-08-12 02:57:00,video,soccer,negative,10,2020,August,12,Wednesday,Night
9749,9749,b27bfcfe-64df-499e-b60f-f93d2200c589,like,2020-12-14 05:40:00,video,soccer,positive,50,2020,December,14,Monday,Morning
9750,9750,b27bfcfe-64df-499e-b60f-f93d2200c589,indifferent,2021-05-06 20:56:00,video,soccer,neutral,20,2021,May,6,Thursday,Evening
9751,9751,b27bfcfe-64df-499e-b60f-f93d2200c589,super love,2021-06-12 17:35:00,video,soccer,positive,75,2021,June,12,Saturday,Evening
9752,9752,b27bfcfe-64df-499e-b60f-f93d2200c589,love,2021-02-18 11:58:00,video,soccer,positive,65,2021,February,18,Thursday,Morning
9753,9753,b27bfcfe-64df-499e-b60f-f93d2200c589,adore,2020-07-06 19:49:00,video,soccer,positive,72,2020,July,6,Monday,Evening
9754,9754,b27bfcfe-64df-499e-b60f-f93d2200c589,heart,2021-05-08 06:23:00,video,soccer,positive,60,2021,May,8,Saturday,Morning
9755,9755,b27bfcfe-64df-499e-b60f-f93d2200c589,like,2021-05-04 10:37:00,video,soccer,positive,50,2021,May,4,Tuesday,Morning
9756,9756,b27bfcfe-64df-499e-b60f-f93d2200c589,want,2020-09-14 00:43:00,video,soccer,positive,70,2020,September,14,Monday,Night
9757,9757,b27bfcfe-64df-499e-b60f-f93d2200c589,disgust,2020-12-07 20:55:00,video,soccer,negative,0,2020,December,7,Monday,Evening
9758,9758,b27bfcfe-64df-499e-b60f-f93d2200c589,hate,2020-08-27 11:40:00,video,soccer,negative,5,2020,August,27,Thursday,Morning
9759,9759,b27bfcfe-64df-499e-b60f-f93d2200c589,like,2021-02-03 01:29:00,video,soccer,positive,50,2021,February,3,Wednesday,Night
9760,9760,b27bfcfe-64df-499e-b60f-f93d2200c589,indifferent,2020-07-18 18:35:00,video,soccer,neutral,20,2020,July,18,Saturday,Evening
9761,9761,91f7585b-c756-475b-9f21-877d7c48b579,adore,2021-06-09 08:11:00,photo,soccer,positive,72,2021,June,9,Wednesday,Morning
9762,9762,91f7585b-c756-475b-9f21-877d7c48b579,disgust,2021-01-23 05:42:00,photo,soccer,negative,0,2021,January,23,Saturday,Morning
9763,9763,91f7585b-c756-475b-9f21-877d7c48b579,want,2021-02-19 17:23:00,photo,soccer,positive,70,2021,February,19,Friday,Evening
9764,9764,91f7585b-c756-475b-9f21-877d7c48b579,indifferent,2020-10-19 18:25:00,photo,soccer,neutral,20,2020,October,19,Monday,Evening
9765,9765,91f7585b-c756-475b-9f21-877d7c48b579,indifferent,2021-02-01 09:22:00,photo,soccer,neutral,20,2021,February,1,Monday,Morning
9766,9766,91f7585b-c756-475b-9f21-877d7c48b579,super love,2020-08-26 12:44:00,photo,soccer,positive,75,2020,August,26,Wednesday,Afternoon
9767,9767,91f7585b-c756-475b-9f21-877d7c48b579,interested,2020-10-10 01:55:00,photo,soccer,positive,30,2020,October,10,Saturday,Night
9768,9768,91f7585b-c756-475b-9f21-877d7c48b579,intrigued,2020-07-16 19:21:00,photo,soccer,positive,45,2020,July,16,Thursday,Evening
9769,9769,91f7585b-c756-475b-9f21-877d7c48b579,disgust,2020-10-03 16:49:00,photo,soccer,negative,0,2020,October,3,Saturday,Afternoon
9770,9770,91f7585b-c756-475b-9f21-877d7c48b579,indifferent,2021-06-03 06:10:00,photo,soccer,neutral,20,2021,June,3,Thursday,Morning
9771,9771,91f7585b-c756-475b-9f21-877d7c48b579,heart,2020-10-23 15:03:00,photo,soccer,positive,60,2020,October,23,Friday,Afternoon
9772,9772,91f7585b-c756-475b-9f21-877d7c48b579,disgust,2021-01-02 20:54:00,photo,soccer,negative,0,2021,January,2,Saturday,Evening
9773,9773,91f7585b-c756-475b-9f21-877d7c48b579,intrigued,2021-05-17 22:48:00,photo,soccer,positive,45,2021,May,17,Monday,Night
9774,9774,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,peeking,2021-05-01 18:05:00,photo,culture,neutral,35,2021,May,1,Saturday,Evening
9775,9775,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,heart,2021-04-30 09:31:00,photo,culture,positive,60,2021,April,30,Friday,Morning
9776,9776,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,dislike,2021-02-04 02:04:00,photo,culture,negative,10,2021,February,4,Thursday,Night
9777,9777,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,intrigued,2020-08-11 23:48:00,photo,culture,positive,45,2020,August,11,Tuesday,Night
9778,9778,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,adore,2020-12-21 13:03:00,photo,culture,positive,72,2020,December,21,Monday,Afternoon
9779,9779,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,adore,2020-10-02 10:36:00,photo,culture,positive,72,2020,October,2,Friday,Morning
9780,9780,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,love,2021-06-05 18:04:00,photo,culture,positive,65,2021,June,5,Saturday,Evening
9781,9781,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,hate,2020-06-24 13:08:00,photo,culture,negative,5,2020,June,24,Wednesday,Afternoon
9782,9782,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,heart,2021-01-07 07:07:00,photo,culture,positive,60,2021,January,7,Thursday,Morning
9783,9783,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,love,2021-05-23 17:50:00,photo,culture,positive,65,2021,May,23,Sunday,Evening
9784,9784,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,cherish,2020-11-05 09:39:00,photo,culture,positive,70,2020,November,5,Thursday,Morning
9785,9785,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,worried,2020-09-06 04:40:00,photo,culture,negative,12,2020,September,6,Sunday,Night
9786,9786,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,hate,2020-11-24 08:19:00,photo,culture,negative,5,2020,November,24,Tuesday,Morning
9787,9787,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,peeking,2020-07-22 04:21:00,photo,culture,neutral,35,2020,July,22,Wednesday,Night
9788,9788,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,disgust,2020-08-25 01:53:00,photo,culture,negative,0,2020,August,25,Tuesday,Night
9789,9789,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,scared,2020-07-06 23:35:00,photo,culture,negative,15,2020,July,6,Monday,Night
9790,9790,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,peeking,2020-12-16 05:32:00,photo,culture,neutral,35,2020,December,16,Wednesday,Morning
9791,9791,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,adore,2020-07-29 13:57:00,photo,culture,positive,72,2020,July,29,Wednesday,Afternoon
9792,9792,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,adore,2021-01-26 12:06:00,photo,culture,positive,72,2021,January,26,Tuesday,Afternoon
9793,9793,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,heart,2020-12-22 09:50:00,photo,culture,positive,60,2020,December,22,Tuesday,Morning
9794,9794,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,scared,2020-11-16 14:34:00,photo,culture,negative,15,2020,November,16,Monday,Afternoon
9795,9795,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,love,2021-02-01 20:30:00,photo,culture,positive,65,2021,February,1,Monday,Evening
9796,9796,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,heart,2020-11-12 02:31:00,photo,culture,positive,60,2020,November,12,Thursday,Night
9797,9797,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,scared,2021-03-25 00:21:00,photo,culture,negative,15,2021,March,25,Thursday,Night
9798,9798,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,super love,2021-02-17 00:43:00,photo,culture,positive,75,2021,February,17,Wednesday,Night
9799,9799,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,adore,2021-01-30 06:10:00,photo,culture,positive,72,2021,January,30,Saturday,Morning
9800,9800,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,cherish,2020-10-11 15:14:00,photo,culture,positive,70,2020,October,11,Sunday,Afternoon
9801,9801,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,indifferent,2020-06-24 19:53:00,photo,culture,neutral,20,2020,June,24,Wednesday,Evening
9802,9802,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,love,2021-05-23 11:06:00,photo,culture,positive,65,2021,May,23,Sunday,Morning
9803,9803,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,scared,2020-06-25 10:11:00,photo,culture,negative,15,2020,June,25,Thursday,Morning
9804,9804,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,dislike,2020-08-21 17:01:00,photo,culture,negative,10,2020,August,21,Friday,Evening
9805,9805,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,dislike,2021-03-16 13:40:00,photo,culture,negative,10,2021,March,16,Tuesday,Afternoon
9806,9806,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,cherish,2021-06-08 02:05:00,photo,culture,positive,70,2021,June,8,Tuesday,Night
9807,9807,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,super love,2020-12-12 07:59:00,photo,culture,positive,75,2020,December,12,Saturday,Morning
9808,9808,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,super love,2021-02-23 04:09:00,photo,culture,positive,75,2021,February,23,Tuesday,Night
9809,9809,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,dislike,2020-11-27 20:01:00,photo,culture,negative,10,2020,November,27,Friday,Evening
9810,9810,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,want,2021-04-18 19:28:00,photo,culture,positive,70,2021,April,18,Sunday,Evening
9811,9811,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,super love,2020-11-05 17:30:00,photo,culture,positive,75,2020,November,5,Thursday,Evening
9812,9812,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,indifferent,2020-11-06 07:33:00,photo,culture,neutral,20,2020,November,6,Friday,Morning
9813,9813,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,heart,2020-11-10 00:51:00,photo,culture,positive,60,2020,November,10,Tuesday,Night
9814,9814,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,interested,2021-04-04 12:17:00,photo,culture,positive,30,2021,April,4,Sunday,Afternoon
